client timestamp,button,state,x,y
43,NoButton,Move,740,225
46,NoButton,Move,740,225
48,NoButton,Move,740,226
56,NoButton,Move,740,226
62,NoButton,Move,741,227
64,NoButton,Move,741,228
66,NoButton,Move,741,229
68,NoButton,Move,742,229
70,NoButton,Move,742,230
72,NoButton,Move,742,230
74,NoButton,Move,742,232
76,NoButton,Move,743,233
78,NoButton,Move,743,234
80,NoButton,Move,744,236
83,NoButton,Move,745,237
85,NoButton,Move,746,239
87,NoButton,Move,746,242
89,NoButton,Move,747,244
91,NoButton,Move,749,246
93,NoButton,Move,749,248
95,NoButton,Move,750,250
97,NoButton,Move,751,253
99,NoButton,Move,751,255
101,NoButton,Move,753,257
103,NoButton,Move,754,259
105,NoButton,Move,756,262
107,NoButton,Move,758,266
109,NoButton,Move,759,269
111,NoButton,Move,761,271
113,NoButton,Move,762,274
115,NoButton,Move,764,278
117,NoButton,Move,766,281
119,NoButton,Move,767,284
121,NoButton,Move,770,288
123,NoButton,Move,773,291
125,NoButton,Move,775,295
127,NoButton,Move,778,298
129,NoButton,Move,781,303
131,NoButton,Move,782,306
133,NoButton,Move,785,310
135,NoButton,Move,787,313
137,NoButton,Move,790,318
139,NoButton,Move,793,321
141,NoButton,Move,795,325
143,NoButton,Move,798,327
145,NoButton,Move,800,331
147,NoButton,Move,803,334
149,NoButton,Move,806,337
152,NoButton,Move,810,340
153,NoButton,Move,814,344
155,NoButton,Move,817,346
157,NoButton,Move,821,350
159,NoButton,Move,823,354
161,NoButton,Move,826,356
163,NoButton,Move,829,360
165,NoButton,Move,833,362
167,NoButton,Move,835,364
169,NoButton,Move,837,366
171,NoButton,Move,840,367
173,NoButton,Move,842,368
175,NoButton,Move,844,370
177,NoButton,Move,846,371
179,NoButton,Move,849,373
181,NoButton,Move,851,375
183,NoButton,Move,853,376
185,NoButton,Move,855,378
187,NoButton,Move,857,379
189,NoButton,Move,859,379
191,NoButton,Move,860,381
193,NoButton,Move,862,381
195,NoButton,Move,864,383
197,NoButton,Move,865,384
